Timestamp,Source IP Address,Destination IP Address,Attack Type,Severity Level
2026-09-20T09:22:00Z,172.16.0.12,10.0.0.112,Malware Beacon,MEDIUM
2026-09-20T09:22:02Z,172.16.0.7,10.0.0.107,Malware Beacon,MEDIUM
2026-09-20T09:22:04Z,172.16.0.21,10.0.0.121,Malware Beacon,MEDIUM
2026-09-20T09:22:06Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T09:22:08Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T09:22:10Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T09:22:12Z,172.16.0.19,10.0.0.119,Malware Beacon,MEDIUM
2026-09-20T09:22:14Z,172.16.0.28,10.0.0.128,Malware Beacon,MEDIUM
2026-09-20T09:22:16Z,172.16.0.13,10.0.0.113,Malware Beacon,MEDIUM
2026-09-20T09:22:18Z,114.5.6.7,10.0.0.12-CORE-DB,Ransomware Payload,CRITICAL
2026-09-20T09:22:20Z,172.16.0.18,10.0.0.118,Malware Beacon,MEDIUM
2026-09-20T09:22:22Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T09:22:24Z,192.168.1.50,192.168.1.51,Port Scan,LOW
2026-09-20T09:22:26Z,172.16.0.26,10.0.0.126,Malware Beacon,MEDIUM
2026-09-20T09:22:28Z,172.16.0.28,10.0.0.128,Malware Beacon,MEDIUM
2026-09-20T09:22:30Z,172.16.0.2,10.0.0.102,Malware Beacon,MEDIUM
2026-09-20T09:22:32Z,172.16.0.20,10.0.0.120,Malware Beacon,MEDIUM
2026-09-20T09:22:34Z,172.16.0.1,10.0.0.101,Malware Beacon,MEDIUM
2026-09-20T09:22:36Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T09:22:38Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T09:22:40Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T09:22:42Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
2026-09-20T09:22:44Z,172.16.0.15,10.0.0.115,Malware Beacon,MEDIUM
2026-09-20T09:22:46Z,114.5.6.7,10.0.0.12-CORE-DB,Ransomware Payload,CRITICAL
2026-09-20T09:22:48Z,172.16.0.16,10.0.0.116,Malware Beacon,MEDIUM
2026-09-20T09:22:50Z,172.16.0.1,10.0.0.101,Malware Beacon,MEDIUM
2026-09-20T09:22:52Z,172.16.0.16,10.0.0.116,Malware Beacon,MEDIUM
2026-09-20T09:22:54Z,172.16.0.5,10.0.0.105,Malware Beacon,MEDIUM
2026-09-20T09:22:56Z,172.16.0.16,10.0.0.116,Malware Beacon,MEDIUM
2026-09-20T09:22:58Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T09:23:00Z,172.16.0.8,10.0.0.108,Malware Beacon,MEDIUM
2026-09-20T09:23:02Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T09:23:04Z,172.16.0.9,10.0.0.109,Malware Beacon,MEDIUM
2026-09-20T09:23:06Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T09:23:08Z,172.16.0.0,10.0.0.100,Malware Beacon,MEDIUM
2026-09-20T09:23:10Z,172.16.0.14,10.0.0.114,Malware Beacon,MEDIUM
2026-09-20T09:23:12Z,172.16.0.13,10.0.0.113,Malware Beacon,MEDIUM
2026-09-20T09:23:14Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T09:23:16Z,114.5.6.7,10.0.0.12-CORE-DB,Ransomware Payload,CRITICAL
2026-09-20T09:23:18Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T09:23:20Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T09:23:22Z,192.168.1.50,192.168.1.51,Port Scan,LOW
2026-09-20T09:23:24Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T09:23:26Z,172.16.0.16,10.0.0.116,Malware Beacon,MEDIUM
2026-09-20T09:23:28Z,172.16.0.7,10.0.0.107,Malware Beacon,MEDIUM
2026-09-20T09:23:30Z,172.16.0.22,10.0.0.122,Malware Beacon,MEDIUM
2026-09-20T09:23:32Z,172.16.0.10,10.0.0.110,Malware Beacon,MEDIUM
2026-09-20T09:23:34Z,172.16.0.0,10.0.0.100,Malware Beacon,MEDIUM
2026-09-20T09:23:36Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T09:23:38Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T09:23:40Z,172.16.0.24,10.0.0.124,Malware Beacon,MEDIUM
2026-09-20T09:23:42Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T09:23:44Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T09:23:46Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T09:23:48Z,172.16.0.16,10.0.0.116,Malware Beacon,MEDIUM
2026-09-20T09:23:50Z,172.16.0.24,10.0.0.124,Malware Beacon,MEDIUM
2026-09-20T09:23:52Z,172.16.0.20,10.0.0.120,Malware Beacon,MEDIUM
2026-09-20T09:23:54Z,192.168.1.50,192.168.1.52,Port Scan,LOW
2026-09-20T09:23:56Z,172.16.0.13,10.0.0.113,Malware Beacon,MEDIUM
2026-09-20T09:23:58Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T09:24:00Z,172.16.0.24,10.0.0.124,Malware Beacon,MEDIUM
2026-09-20T09:24:02Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T09:24:04Z,172.16.0.20,10.0.0.120,Malware Beacon,MEDIUM
2026-09-20T09:24:06Z,172.16.0.19,10.0.0.119,Malware Beacon,MEDIUM
2026-09-20T09:24:08Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
2026-09-20T09:24:10Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T09:24:12Z,172.16.0.21,10.0.0.121,Malware Beacon,MEDIUM
2026-09-20T09:24:14Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T09:24:16Z,172.16.0.21,10.0.0.121,Malware Beacon,MEDIUM
2026-09-20T09:24:18Z,172.16.0.28,10.0.0.128,Malware Beacon,MEDIUM
2026-09-20T09:24:20Z,172.16.0.20,10.0.0.120,Malware Beacon,MEDIUM
2026-09-20T09:24:22Z,45.33.22.11,10.0.0.55-AUTH,Brute Force SSH,HIGH
2026-09-20T09:24:24Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T09:24:26Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T09:24:28Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T09:24:30Z,172.16.0.5,10.0.0.105,Malware Beacon,MEDIUM
2026-09-20T09:24:32Z,10.0.0.2,8.8.8.8,Outbound DNS Exfiltration,CRITICAL
2026-09-20T09:24:34Z,10.0.0.2,8.8.8.8,Outbound DNS Exfiltration,CRITICAL
2026-09-20T09:24:36Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T09:24:38Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T09:24:40Z,172.16.0.28,10.0.0.128,Malware Beacon,MEDIUM
2026-09-20T09:24:42Z,8.8.8.8,192.168.1.1,DDoS UDP Flood,HIGH
2026-09-20T09:24:44Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T09:24:46Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T09:24:48Z,172.16.0.5,10.0.0.105,Malware Beacon,MEDIUM
2026-09-20T09:24:50Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T09:24:52Z,192.168.1.50,192.168.1.52,Port Scan,LOW
2026-09-20T09:24:54Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
2026-09-20T09:24:56Z,172.16.0.13,10.0.0.113,Malware Beacon,MEDIUM
2026-09-20T09:24:58Z,172.16.0.7,10.0.0.107,Malware Beacon,MEDIUM
2026-09-20T09:25:00Z,172.16.0.19,10.0.0.119,Malware Beacon,MEDIUM
2026-09-20T09:25:02Z,172.16.0.13,10.0.0.113,Malware Beacon,MEDIUM
2026-09-20T09:25:04Z,172.16.0.28,10.0.0.128,Malware Beacon,MEDIUM
2026-09-20T09:25:06Z,114.5.6.7,10.0.0.12-CORE-DB,Ransomware Payload,CRITICAL
2026-09-20T09:25:08Z,192.168.1.105,10.0.0.5-SWIFT,SQL Injection,CRITICAL
2026-09-20T09:25:10Z,172.16.0.15,10.0.0.115,Malware Beacon,MEDIUM
2026-09-20T09:25:12Z,172.16.0.1,10.0.0.101,Malware Beacon,MEDIUM
2026-09-20T09:25:14Z,172.16.0.24,10.0.0.124,Malware Beacon,MEDIUM
2026-09-20T09:25:16Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T09:25:18Z,172.16.0.26,10.0.0.126,Malware Beacon,MEDIUM
2026-09-20T09:25:20Z,172.16.0.5,10.0.0.105,Malware Beacon,MEDIUM
2026-09-20T09:25:22Z,172.16.0.19,10.0.0.119,Malware Beacon,MEDIUM
2026-09-20T09:25:24Z,172.16.0.8,10.0.0.108,Malware Beacon,MEDIUM
2026-09-20T09:25:26Z,172.16.0.14,10.0.0.114,Malware Beacon,MEDIUM
2026-09-20T09:25:28Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T09:25:30Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T09:25:32Z,10.0.0.2,8.8.8.8,Outbound DNS Exfiltration,CRITICAL
2026-09-20T09:25:34Z,172.16.0.9,10.0.0.109,Malware Beacon,MEDIUM
2026-09-20T09:25:36Z,192.168.1.105,10.0.0.5-SWIFT,SQL Injection,CRITICAL
2026-09-20T09:25:38Z,114.5.6.7,10.0.0.12-CORE-DB,Ransomware Payload,CRITICAL
2026-09-20T09:25:40Z,172.16.0.1,10.0.0.101,Malware Beacon,MEDIUM
2026-09-20T09:25:42Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T09:25:44Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T09:25:46Z,192.168.1.105,10.0.0.5-SWIFT,SQL Injection,CRITICAL
2026-09-20T09:25:48Z,172.16.0.2,10.0.0.102,Malware Beacon,MEDIUM
2026-09-20T09:25:50Z,172.16.0.10,10.0.0.110,Malware Beacon,MEDIUM
2026-09-20T09:25:52Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T09:25:54Z,172.16.0.24,10.0.0.124,Malware Beacon,MEDIUM
2026-09-20T09:25:56Z,172.16.0.12,10.0.0.112,Malware Beacon,MEDIUM
2026-09-20T09:25:58Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
2026-09-20T09:26:00Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T09:26:02Z,172.16.0.5,10.0.0.105,Malware Beacon,MEDIUM
2026-09-20T09:26:04Z,172.16.0.20,10.0.0.120,Malware Beacon,MEDIUM
2026-09-20T09:26:06Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T09:26:08Z,172.16.0.15,10.0.0.115,Malware Beacon,MEDIUM
2026-09-20T09:26:10Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T09:26:12Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T09:26:14Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T09:26:16Z,8.8.8.8,192.168.1.1,DDoS UDP Flood,HIGH
2026-09-20T09:26:18Z,10.0.0.2,8.8.8.8,Outbound DNS Exfiltration,CRITICAL
2026-09-20T09:26:20Z,192.168.1.50,192.168.1.52,Port Scan,LOW
2026-09-20T09:26:22Z,45.33.22.11,10.0.0.55-AUTH,Brute Force SSH,HIGH
2026-09-20T09:26:24Z,172.16.0.0,10.0.0.100,Malware Beacon,MEDIUM
2026-09-20T09:26:26Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T09:26:28Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T09:26:30Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T09:26:32Z,172.16.0.26,10.0.0.126,Malware Beacon,MEDIUM
2026-09-20T09:26:34Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T09:26:36Z,114.5.6.7,10.0.0.12-CORE-DB,Ransomware Payload,CRITICAL
2026-09-20T09:26:38Z,172.16.0.7,10.0.0.107,Malware Beacon,MEDIUM
2026-09-20T09:26:40Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T09:26:42Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T09:26:44Z,192.168.1.50,192.168.1.52,Port Scan,LOW
2026-09-20T09:26:46Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T09:26:48Z,172.16.0.2,10.0.0.102,Malware Beacon,MEDIUM
2026-09-20T09:26:50Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T09:26:52Z,45.33.22.11,10.0.0.55-AUTH,Brute Force SSH,HIGH
2026-09-20T09:26:54Z,172.16.0.12,10.0.0.112,Malware Beacon,MEDIUM
2026-09-20T09:26:56Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T09:26:58Z,172.16.0.5,10.0.0.105,Malware Beacon,MEDIUM
2026-09-20T09:27:00Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T09:27:02Z,172.16.0.8,10.0.0.108,Malware Beacon,MEDIUM
2026-09-20T09:27:04Z,114.5.6.7,10.0.0.12-CORE-DB,Ransomware Payload,CRITICAL
2026-09-20T09:27:06Z,172.16.0.9,10.0.0.109,Malware Beacon,MEDIUM
2026-09-20T09:27:08Z,172.16.0.7,10.0.0.107,Malware Beacon,MEDIUM
2026-09-20T09:27:10Z,192.168.1.50,192.168.1.51,Port Scan,LOW
2026-09-20T09:27:12Z,172.16.0.0,10.0.0.100,Malware Beacon,MEDIUM
2026-09-20T09:27:14Z,172.16.0.20,10.0.0.120,Malware Beacon,MEDIUM
2026-09-20T09:27:16Z,172.16.0.13,10.0.0.113,Malware Beacon,MEDIUM
2026-09-20T09:27:18Z,172.16.0.2,10.0.0.102,Malware Beacon,MEDIUM
2026-09-20T09:27:20Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T09:27:22Z,172.16.0.16,10.0.0.116,Malware Beacon,MEDIUM
2026-09-20T09:27:24Z,172.16.0.13,10.0.0.113,Malware Beacon,MEDIUM
2026-09-20T09:27:26Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T09:27:28Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T09:27:30Z,172.16.0.9,10.0.0.109,Malware Beacon,MEDIUM
2026-09-20T09:27:32Z,172.16.0.26,10.0.0.126,Malware Beacon,MEDIUM
2026-09-20T09:27:34Z,172.16.0.0,10.0.0.100,Malware Beacon,MEDIUM
2026-09-20T09:27:36Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
2026-09-20T09:27:38Z,172.16.0.18,10.0.0.118,Malware Beacon,MEDIUM
2026-09-20T09:27:40Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T09:27:42Z,172.16.0.16,10.0.0.116,Malware Beacon,MEDIUM
2026-09-20T09:27:44Z,172.16.0.2,10.0.0.102,Malware Beacon,MEDIUM
2026-09-20T09:27:46Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T09:27:48Z,172.16.0.9,10.0.0.109,Malware Beacon,MEDIUM
2026-09-20T09:27:50Z,172.16.0.21,10.0.0.121,Malware Beacon,MEDIUM
2026-09-20T09:27:52Z,172.16.0.20,10.0.0.120,Malware Beacon,MEDIUM
2026-09-20T09:27:54Z,8.8.8.8,192.168.1.1,DDoS UDP Flood,HIGH
2026-09-20T09:27:56Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T09:27:58Z,172.16.0.2,10.0.0.102,Malware Beacon,MEDIUM
2026-09-20T09:28:00Z,172.16.0.24,10.0.0.124,Malware Beacon,MEDIUM
2026-09-20T09:28:02Z,172.16.0.8,10.0.0.108,Malware Beacon,MEDIUM
2026-09-20T09:28:04Z,172.16.0.12,10.0.0.112,Malware Beacon,MEDIUM
2026-09-20T09:28:06Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T09:28:08Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
2026-09-20T09:28:10Z,172.16.0.20,10.0.0.120,Malware Beacon,MEDIUM
2026-09-20T09:28:12Z,172.16.0.24,10.0.0.124,Malware Beacon,MEDIUM
2026-09-20T09:28:14Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T09:28:16Z,172.16.0.7,10.0.0.107,Malware Beacon,MEDIUM
2026-09-20T09:28:18Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T09:28:20Z,172.16.0.14,10.0.0.114,Malware Beacon,MEDIUM
2026-09-20T09:28:22Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T09:28:24Z,172.16.0.13,10.0.0.113,Malware Beacon,MEDIUM
2026-09-20T09:28:26Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T09:28:28Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T09:28:30Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T09:28:32Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T09:28:34Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T09:28:36Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T09:28:38Z,172.16.0.14,10.0.0.114,Malware Beacon,MEDIUM
2026-09-20T09:28:40Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T09:28:42Z,172.16.0.0,10.0.0.100,Malware Beacon,MEDIUM
2026-09-20T09:28:44Z,172.16.0.24,10.0.0.124,Malware Beacon,MEDIUM
2026-09-20T09:28:46Z,172.16.0.26,10.0.0.126,Malware Beacon,MEDIUM
2026-09-20T09:28:48Z,8.8.8.8,192.168.1.1,DDoS UDP Flood,HIGH
2026-09-20T09:28:50Z,172.16.0.26,10.0.0.126,Malware Beacon,MEDIUM
2026-09-20T09:28:52Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
2026-09-20T09:28:54Z,172.16.0.16,10.0.0.116,Malware Beacon,MEDIUM
2026-09-20T09:28:56Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T09:28:58Z,172.16.0.1,10.0.0.101,Malware Beacon,MEDIUM
2026-09-20T09:29:00Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T09:29:02Z,45.33.22.11,10.0.0.55-AUTH,Brute Force SSH,HIGH
2026-09-20T09:29:04Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T09:29:06Z,172.16.0.7,10.0.0.107,Malware Beacon,MEDIUM
2026-09-20T09:29:08Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T09:29:10Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T09:29:12Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T09:29:14Z,172.16.0.7,10.0.0.107,Malware Beacon,MEDIUM
2026-09-20T09:29:16Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T09:29:18Z,45.33.22.11,10.0.0.55-AUTH,Brute Force SSH,HIGH
2026-09-20T09:29:20Z,172.16.0.20,10.0.0.120,Malware Beacon,MEDIUM
2026-09-20T09:29:22Z,192.168.1.50,192.168.1.51,Port Scan,LOW
2026-09-20T09:29:24Z,172.16.0.20,10.0.0.120,Malware Beacon,MEDIUM
2026-09-20T09:29:26Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T09:29:28Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T09:29:30Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T09:29:32Z,172.16.0.1,10.0.0.101,Malware Beacon,MEDIUM
2026-09-20T09:29:34Z,192.168.1.50,192.168.1.51,Port Scan,LOW
2026-09-20T09:29:36Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T09:29:38Z,45.33.22.11,10.0.0.55-AUTH,Brute Force SSH,HIGH
2026-09-20T09:29:40Z,192.168.1.105,10.0.0.5-SWIFT,SQL Injection,CRITICAL
2026-09-20T09:29:42Z,192.168.1.50,192.168.1.52,Port Scan,LOW
2026-09-20T09:29:44Z,172.16.0.21,10.0.0.121,Malware Beacon,MEDIUM
2026-09-20T09:29:46Z,172.16.0.19,10.0.0.119,Malware Beacon,MEDIUM
2026-09-20T09:29:48Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T09:29:50Z,172.16.0.2,10.0.0.102,Malware Beacon,MEDIUM
2026-09-20T09:29:52Z,192.168.1.50,192.168.1.51,Port Scan,LOW
2026-09-20T09:29:54Z,172.16.0.0,10.0.0.100,Malware Beacon,MEDIUM
2026-09-20T09:29:56Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T09:29:58Z,172.16.0.24,10.0.0.124,Malware Beacon,MEDIUM
2026-09-20T09:30:00Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T09:30:02Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T09:30:04Z,114.5.6.7,10.0.0.12-CORE-DB,Ransomware Payload,CRITICAL
2026-09-20T09:30:06Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T09:30:08Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T09:30:10Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T09:30:12Z,192.168.1.50,192.168.1.52,Port Scan,LOW
2026-09-20T09:30:14Z,172.16.0.14,10.0.0.114,Malware Beacon,MEDIUM
2026-09-20T09:30:16Z,192.168.1.50,192.168.1.52,Port Scan,LOW
2026-09-20T09:30:18Z,172.16.0.15,10.0.0.115,Malware Beacon,MEDIUM
2026-09-20T09:30:20Z,192.168.1.105,10.0.0.5-SWIFT,SQL Injection,CRITICAL
2026-09-20T09:30:22Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T09:30:24Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T09:30:26Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T09:30:28Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T09:30:30Z,172.16.0.8,10.0.0.108,Malware Beacon,MEDIUM
2026-09-20T09:30:32Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
2026-09-20T09:30:34Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T09:30:36Z,172.16.0.9,10.0.0.109,Malware Beacon,MEDIUM
2026-09-20T09:30:38Z,172.16.0.10,10.0.0.110,Malware Beacon,MEDIUM
2026-09-20T09:30:40Z,114.5.6.7,10.0.0.12-CORE-DB,Ransomware Payload,CRITICAL
2026-09-20T09:30:42Z,172.16.0.28,10.0.0.128,Malware Beacon,MEDIUM
2026-09-20T09:30:44Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T09:30:46Z,45.33.22.11,10.0.0.55-AUTH,Brute Force SSH,HIGH
2026-09-20T09:30:48Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T09:30:50Z,172.16.0.22,10.0.0.122,Malware Beacon,MEDIUM
2026-09-20T09:30:52Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T09:30:54Z,114.5.6.7,10.0.0.12-CORE-DB,Ransomware Payload,CRITICAL
2026-09-20T09:30:56Z,172.16.0.5,10.0.0.105,Malware Beacon,MEDIUM
2026-09-20T09:30:58Z,45.33.22.11,10.0.0.55-AUTH,Brute Force SSH,HIGH
2026-09-20T09:31:00Z,172.16.0.7,10.0.0.107,Malware Beacon,MEDIUM
2026-09-20T09:31:02Z,172.16.0.15,10.0.0.115,Malware Beacon,MEDIUM
2026-09-20T09:31:04Z,172.16.0.21,10.0.0.121,Malware Beacon,MEDIUM
2026-09-20T09:31:06Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T09:31:08Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
2026-09-20T09:31:10Z,172.16.0.0,10.0.0.100,Malware Beacon,MEDIUM
2026-09-20T09:31:12Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T09:31:14Z,45.33.22.11,10.0.0.55-AUTH,Brute Force SSH,HIGH
2026-09-20T09:31:16Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T09:31:18Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T09:31:20Z,172.16.0.1,10.0.0.101,Malware Beacon,MEDIUM
2026-09-20T09:31:22Z,172.16.0.16,10.0.0.116,Malware Beacon,MEDIUM
2026-09-20T09:31:24Z,172.16.0.14,10.0.0.114,Malware Beacon,MEDIUM
2026-09-20T09:31:26Z,172.16.0.16,10.0.0.116,Malware Beacon,MEDIUM
2026-09-20T09:31:28Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T09:31:30Z,172.16.0.20,10.0.0.120,Malware Beacon,MEDIUM
2026-09-20T09:31:32Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T09:31:34Z,8.8.8.8,192.168.1.1,DDoS UDP Flood,HIGH
2026-09-20T09:31:36Z,114.5.6.7,10.0.0.12-CORE-DB,Ransomware Payload,CRITICAL
2026-09-20T09:31:38Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T09:31:40Z,172.16.0.7,10.0.0.107,Malware Beacon,MEDIUM
2026-09-20T09:31:42Z,172.16.0.18,10.0.0.118,Malware Beacon,MEDIUM
2026-09-20T09:31:44Z,172.16.0.9,10.0.0.109,Malware Beacon,MEDIUM
2026-09-20T09:31:46Z,172.16.0.24,10.0.0.124,Malware Beacon,MEDIUM
2026-09-20T09:31:48Z,172.16.0.24,10.0.0.124,Malware Beacon,MEDIUM
2026-09-20T09:31:50Z,172.16.0.9,10.0.0.109,Malware Beacon,MEDIUM
2026-09-20T09:31:52Z,172.16.0.14,10.0.0.114,Malware Beacon,MEDIUM
2026-09-20T09:31:54Z,172.16.0.9,10.0.0.109,Malware Beacon,MEDIUM
2026-09-20T09:31:56Z,172.16.0.1,10.0.0.101,Malware Beacon,MEDIUM
2026-09-20T09:31:58Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T09:32:00Z,172.16.0.28,10.0.0.128,Malware Beacon,MEDIUM
2026-09-20T09:32:02Z,172.16.0.15,10.0.0.115,Malware Beacon,MEDIUM
