asset_id,hostname,ip,segment,role,os,criticality,exposed
AST-0333,GCH-EMR-333,10.30.0.66,Segment C,EMR,Linux,Critical,False
AST-0334,GCH-DB-334,10.30.0.67,Segment C,DB,Linux,Critical,True
AST-0335,GCH-LAB-335,10.30.0.68,Segment C,LAB,Linux,Medium,False
AST-0336,GCH-IOT-336,10.30.0.69,Segment C,IOT,Windows,High,True
AST-0337,GCH-EMR-337,10.30.0.70,Segment C,EMR,Linux,High,True
AST-0338,GCH-DB-338,10.30.0.71,Segment C,DB,Linux,Critical,True
AST-0339,GCH-LAB-339,10.30.0.72,Segment C,LAB,Linux,Low,False
AST-0340,GCH-IOT-340,10.30.0.73,Segment C,IOT,Linux,Critical,True
AST-0341,GCH-EMR-341,10.30.0.74,Segment C,EMR,Linux,Critical,False
AST-0342,GCH-DB-342,10.30.0.75,Segment C,DB,Windows,Critical,False
AST-0343,GCH-LAB-343,10.30.0.76,Segment C,LAB,Linux,High,True
AST-0344,GCH-IOT-344,10.30.0.77,Segment C,IOT,Linux,Medium,True
AST-0345,GCH-EMR-345,10.30.0.78,Segment C,EMR,Linux,High,False
AST-0346,GCH-DB-346,10.30.0.79,Segment C,DB,Linux,High,False
AST-0347,GCH-LAB-347,10.30.0.80,Segment C,LAB,Linux,Low,False
AST-0348,GCH-IOT-348,10.30.0.81,Segment C,IOT,Windows,Medium,True
AST-0349,GCH-EMR-349,10.30.0.82,Segment C,EMR,Linux,Critical,True
AST-0350,GCH-DB-350,10.30.0.83,Segment C,DB,Linux,High,False
AST-0351,GCH-LAB-351,10.30.0.84,Segment C,LAB,Linux,High,False
AST-0352,GCH-IOT-352,10.30.0.85,Segment C,IOT,Linux,Critical,False
AST-0353,GCH-EMR-353,10.30.0.86,Segment C,EMR,Linux,Critical,False
AST-0354,GCH-DB-354,10.30.0.87,Segment C,DB,Windows,Critical,False
AST-0355,GCH-LAB-355,10.30.0.88,Segment C,LAB,Linux,Critical,False
AST-0356,GCH-IOT-356,10.30.0.89,Segment C,IOT,Linux,High,True
AST-0357,GCH-EMR-357,10.30.0.90,Segment C,EMR,Linux,Critical,False
AST-0358,GCH-DB-358,10.30.0.91,Segment C,DB,Linux,High,False
AST-0359,GCH-LAB-359,10.30.0.92,Segment C,LAB,Linux,Critical,False
AST-0360,GCH-IOT-360,10.30.0.93,Segment C,IOT,Windows,Low,True
AST-0361,GCH-EMR-361,10.30.0.94,Segment C,EMR,Linux,Critical,True
AST-0362,GCH-DB-362,10.30.0.95,Segment C,DB,Linux,Critical,False
AST-0363,GCH-LAB-363,10.30.0.96,Segment C,LAB,Linux,Low,True
AST-0364,GCH-IOT-364,10.30.0.97,Segment C,IOT,Linux,Low,False
AST-0365,GCH-EMR-365,10.30.0.98,Segment C,EMR,Linux,Critical,False
AST-0366,GCH-DB-366,10.30.0.99,Segment C,DB,Windows,High,True
AST-0367,GCH-LAB-367,10.30.0.100,Segment C,LAB,Linux,Critical,True
AST-0368,GCH-IOT-368,10.30.0.101,Segment C,IOT,Linux,Low,False
AST-0369,GCH-EMR-369,10.30.0.102,Segment C,EMR,Linux,Critical,False
AST-0370,GCH-DB-370,10.30.0.103,Segment C,DB,Linux,Critical,False
AST-0371,GCH-LAB-371,10.30.0.104,Segment C,LAB,Linux,High,True
AST-0372,GCH-IOT-372,10.30.0.105,Segment C,IOT,Windows,High,True
AST-0373,GCH-EMR-373,10.30.0.106,Segment C,EMR,Linux,High,True
AST-0374,GCH-DB-374,10.30.0.107,Segment C,DB,Linux,High,True
AST-0375,GCH-LAB-375,10.30.0.108,Segment C,LAB,Linux,Medium,True
AST-0376,GCH-IOT-376,10.30.0.109,Segment C,IOT,Linux,Medium,True
AST-0377,GCH-EMR-377,10.30.0.110,Segment C,EMR,Linux,Critical,False
AST-0378,GCH-DB-378,10.30.0.111,Segment C,DB,Windows,Critical,True
AST-0379,GCH-LAB-379,10.30.0.112,Segment C,LAB,Linux,High,True
AST-0380,GCH-IOT-380,10.30.0.113,Segment C,IOT,Linux,High,True
AST-0381,GCH-EMR-381,10.30.0.114,Segment C,EMR,Linux,Critical,True
AST-0382,GCH-DB-382,10.30.0.115,Segment C,DB,Linux,Critical,True
AST-0383,GCH-LAB-383,10.30.0.116,Segment C,LAB,Linux,Medium,True
AST-0384,GCH-IOT-384,10.30.0.117,Segment C,IOT,Windows,High,True
AST-0385,GCH-EMR-385,10.30.0.118,Segment C,EMR,Linux,Critical,True
AST-0386,GCH-DB-386,10.30.0.119,Segment C,DB,Linux,Critical,False
AST-0387,GCH-LAB-387,10.30.0.120,Segment C,LAB,Linux,Critical,False
AST-0388,GCH-IOT-388,10.30.0.121,Segment C,IOT,Linux,High,False
AST-0389,GCH-EMR-389,10.30.0.122,Segment C,EMR,Linux,Critical,False
AST-0390,GCH-DB-390,10.30.0.123,Segment C,DB,Windows,High,False
AST-0391,GCH-LAB-391,10.30.0.124,Segment C,LAB,Linux,Low,False
AST-0392,GCH-IOT-392,10.30.0.125,Segment C,IOT,Linux,Low,False
AST-0393,GCH-EMR-393,10.30.0.126,Segment C,EMR,Linux,Critical,True
AST-0394,GCH-DB-394,10.30.0.127,Segment C,DB,Linux,High,True
AST-0395,GCH-LAB-395,10.30.0.128,Segment C,LAB,Linux,Medium,False
AST-0396,GCH-IOT-396,10.30.0.129,Segment C,IOT,Windows,Low,True
AST-0397,GCH-EMR-397,10.30.0.130,Segment C,EMR,Linux,High,True
AST-0398,GCH-DB-398,10.30.0.131,Segment C,DB,Linux,Critical,False
AST-0399,GCH-LAB-399,10.30.0.132,Segment C,LAB,Linux,Critical,False
AST-0400,GCH-IOT-400,10.30.0.133,Segment C,IOT,Linux,High,True
