asset_id,hostname,ip,segment,role,os,criticality,exposed
AST-0332,SPG-SUB-332,10.30.0.65,Segment C,SUB,Linux,High,False
AST-0333,SPG-EMS-333,10.30.0.66,Segment C,EMS,Linux,High,False
AST-0334,SPG-RTU-334,10.30.0.67,Segment C,RTU,Linux,Critical,False
AST-0335,SPG-PLC-335,10.30.0.68,Segment C,PLC,Linux,High,True
AST-0336,SPG-SUB-336,10.30.0.69,Segment C,SUB,Windows,High,False
AST-0337,SPG-EMS-337,10.30.0.70,Segment C,EMS,Linux,High,True
AST-0338,SPG-RTU-338,10.30.0.71,Segment C,RTU,Linux,High,False
AST-0339,SPG-PLC-339,10.30.0.72,Segment C,PLC,Linux,Critical,False
AST-0340,SPG-SUB-340,10.30.0.73,Segment C,SUB,Linux,High,True
AST-0341,SPG-EMS-341,10.30.0.74,Segment C,EMS,Linux,High,True
AST-0342,SPG-RTU-342,10.30.0.75,Segment C,RTU,Windows,High,True
AST-0343,SPG-PLC-343,10.30.0.76,Segment C,PLC,Linux,Critical,False
AST-0344,SPG-SUB-344,10.30.0.77,Segment C,SUB,Linux,Medium,False
AST-0345,SPG-EMS-345,10.30.0.78,Segment C,EMS,Linux,High,False
AST-0346,SPG-RTU-346,10.30.0.79,Segment C,RTU,Linux,High,False
AST-0347,SPG-PLC-347,10.30.0.80,Segment C,PLC,Linux,Critical,True
AST-0348,SPG-SUB-348,10.30.0.81,Segment C,SUB,Windows,Medium,True
AST-0349,SPG-EMS-349,10.30.0.82,Segment C,EMS,Linux,Critical,True
AST-0350,SPG-RTU-350,10.30.0.83,Segment C,RTU,Linux,High,True
AST-0351,SPG-PLC-351,10.30.0.84,Segment C,PLC,Linux,High,True
AST-0352,SPG-SUB-352,10.30.0.85,Segment C,SUB,Linux,High,True
AST-0353,SPG-EMS-353,10.30.0.86,Segment C,EMS,Linux,High,True
AST-0354,SPG-RTU-354,10.30.0.87,Segment C,RTU,Windows,Critical,True
AST-0355,SPG-PLC-355,10.30.0.88,Segment C,PLC,Linux,Critical,False
AST-0356,SPG-SUB-356,10.30.0.89,Segment C,SUB,Linux,Low,False
AST-0357,SPG-EMS-357,10.30.0.90,Segment C,EMS,Linux,Critical,False
AST-0358,SPG-RTU-358,10.30.0.91,Segment C,RTU,Linux,Critical,False
AST-0359,SPG-PLC-359,10.30.0.92,Segment C,PLC,Linux,High,True
AST-0360,SPG-SUB-360,10.30.0.93,Segment C,SUB,Windows,Critical,False
AST-0361,SPG-EMS-361,10.30.0.94,Segment C,EMS,Linux,High,True
AST-0362,SPG-RTU-362,10.30.0.95,Segment C,RTU,Linux,Critical,False
AST-0363,SPG-PLC-363,10.30.0.96,Segment C,PLC,Linux,Critical,False
AST-0364,SPG-SUB-364,10.30.0.97,Segment C,SUB,Linux,Critical,True
AST-0365,SPG-EMS-365,10.30.0.98,Segment C,EMS,Linux,High,False
AST-0366,SPG-RTU-366,10.30.0.99,Segment C,RTU,Windows,High,True
AST-0367,SPG-PLC-367,10.30.0.100,Segment C,PLC,Linux,High,False
AST-0368,SPG-SUB-368,10.30.0.101,Segment C,SUB,Linux,Medium,False
AST-0369,SPG-EMS-369,10.30.0.102,Segment C,EMS,Linux,Critical,False
AST-0370,SPG-RTU-370,10.30.0.103,Segment C,RTU,Linux,High,True
AST-0371,SPG-PLC-371,10.30.0.104,Segment C,PLC,Linux,High,True
AST-0372,SPG-SUB-372,10.30.0.105,Segment C,SUB,Windows,High,True
AST-0373,SPG-EMS-373,10.30.0.106,Segment C,EMS,Linux,High,False
AST-0374,SPG-RTU-374,10.30.0.107,Segment C,RTU,Linux,High,True
AST-0375,SPG-PLC-375,10.30.0.108,Segment C,PLC,Linux,High,False
AST-0376,SPG-SUB-376,10.30.0.109,Segment C,SUB,Linux,Medium,False
AST-0377,SPG-EMS-377,10.30.0.110,Segment C,EMS,Linux,Critical,True
AST-0378,SPG-RTU-378,10.30.0.111,Segment C,RTU,Windows,Critical,True
AST-0379,SPG-PLC-379,10.30.0.112,Segment C,PLC,Linux,High,False
AST-0380,SPG-SUB-380,10.30.0.113,Segment C,SUB,Linux,Critical,True
AST-0381,SPG-EMS-381,10.30.0.114,Segment C,EMS,Linux,High,True
AST-0382,SPG-RTU-382,10.30.0.115,Segment C,RTU,Linux,Critical,False
AST-0383,SPG-PLC-383,10.30.0.116,Segment C,PLC,Linux,Critical,False
AST-0384,SPG-SUB-384,10.30.0.117,Segment C,SUB,Windows,Critical,False
AST-0385,SPG-EMS-385,10.30.0.118,Segment C,EMS,Linux,Critical,False
AST-0386,SPG-RTU-386,10.30.0.119,Segment C,RTU,Linux,Critical,False
AST-0387,SPG-PLC-387,10.30.0.120,Segment C,PLC,Linux,Critical,True
AST-0388,SPG-SUB-388,10.30.0.121,Segment C,SUB,Linux,Critical,False
AST-0389,SPG-EMS-389,10.30.0.122,Segment C,EMS,Linux,High,True
AST-0390,SPG-RTU-390,10.30.0.123,Segment C,RTU,Windows,High,False
AST-0391,SPG-PLC-391,10.30.0.124,Segment C,PLC,Linux,High,False
AST-0392,SPG-SUB-392,10.30.0.125,Segment C,SUB,Linux,High,True
AST-0393,SPG-EMS-393,10.30.0.126,Segment C,EMS,Linux,High,True
AST-0394,SPG-RTU-394,10.30.0.127,Segment C,RTU,Linux,Critical,True
AST-0395,SPG-PLC-395,10.30.0.128,Segment C,PLC,Linux,High,True
AST-0396,SPG-SUB-396,10.30.0.129,Segment C,SUB,Windows,Critical,False
AST-0397,SPG-EMS-397,10.30.0.130,Segment C,EMS,Linux,High,True
AST-0398,SPG-RTU-398,10.30.0.131,Segment C,RTU,Linux,Critical,False
AST-0399,SPG-PLC-399,10.30.0.132,Segment C,PLC,Linux,High,True
AST-0400,SPG-SUB-400,10.30.0.133,Segment C,SUB,Linux,Critical,False
