asset_id,hostname,ip,segment,role,os,criticality,exposed
AST-0334,NTN-CORE-334,10.30.0.67,Segment C,CORE,Linux,Critical,True
AST-0335,NTN-MSC-335,10.30.0.68,Segment C,MSC,Linux,Critical,False
AST-0336,NTN-OSS-336,10.30.0.69,Segment C,OSS,Windows,Critical,True
AST-0337,NTN-HLR-337,10.30.0.70,Segment C,HLR,Linux,High,True
AST-0338,NTN-CORE-338,10.30.0.71,Segment C,CORE,Linux,High,True
AST-0339,NTN-MSC-339,10.30.0.72,Segment C,MSC,Linux,Critical,False
AST-0340,NTN-OSS-340,10.30.0.73,Segment C,OSS,Linux,Low,True
AST-0341,NTN-HLR-341,10.30.0.74,Segment C,HLR,Linux,Critical,False
AST-0342,NTN-CORE-342,10.30.0.75,Segment C,CORE,Windows,Critical,False
AST-0343,NTN-MSC-343,10.30.0.76,Segment C,MSC,Linux,Critical,True
AST-0344,NTN-OSS-344,10.30.0.77,Segment C,OSS,Linux,Medium,False
AST-0345,NTN-HLR-345,10.30.0.78,Segment C,HLR,Linux,High,False
AST-0346,NTN-CORE-346,10.30.0.79,Segment C,CORE,Linux,High,False
AST-0347,NTN-MSC-347,10.30.0.80,Segment C,MSC,Linux,High,False
AST-0348,NTN-OSS-348,10.30.0.81,Segment C,OSS,Windows,Medium,False
AST-0349,NTN-HLR-349,10.30.0.82,Segment C,HLR,Linux,Critical,False
AST-0350,NTN-CORE-350,10.30.0.83,Segment C,CORE,Linux,Critical,False
AST-0351,NTN-MSC-351,10.30.0.84,Segment C,MSC,Linux,Critical,True
AST-0352,NTN-OSS-352,10.30.0.85,Segment C,OSS,Linux,Critical,True
AST-0353,NTN-HLR-353,10.30.0.86,Segment C,HLR,Linux,High,True
AST-0354,NTN-CORE-354,10.30.0.87,Segment C,CORE,Windows,Critical,False
AST-0355,NTN-MSC-355,10.30.0.88,Segment C,MSC,Linux,Critical,False
AST-0356,NTN-OSS-356,10.30.0.89,Segment C,OSS,Linux,Low,False
AST-0357,NTN-HLR-357,10.30.0.90,Segment C,HLR,Linux,High,False
AST-0358,NTN-CORE-358,10.30.0.91,Segment C,CORE,Linux,High,False
AST-0359,NTN-MSC-359,10.30.0.92,Segment C,MSC,Linux,Critical,True
AST-0360,NTN-OSS-360,10.30.0.93,Segment C,OSS,Windows,High,True
AST-0361,NTN-HLR-361,10.30.0.94,Segment C,HLR,Linux,High,False
AST-0362,NTN-CORE-362,10.30.0.95,Segment C,CORE,Linux,High,True
AST-0363,NTN-MSC-363,10.30.0.96,Segment C,MSC,Linux,Critical,True
AST-0364,NTN-OSS-364,10.30.0.97,Segment C,OSS,Linux,Medium,True
AST-0365,NTN-HLR-365,10.30.0.98,Segment C,HLR,Linux,High,False
AST-0366,NTN-CORE-366,10.30.0.99,Segment C,CORE,Windows,Critical,False
AST-0367,NTN-MSC-367,10.30.0.100,Segment C,MSC,Linux,High,False
AST-0368,NTN-OSS-368,10.30.0.101,Segment C,OSS,Linux,Low,False
AST-0369,NTN-HLR-369,10.30.0.102,Segment C,HLR,Linux,Critical,False
AST-0370,NTN-CORE-370,10.30.0.103,Segment C,CORE,Linux,Critical,False
AST-0371,NTN-MSC-371,10.30.0.104,Segment C,MSC,Linux,High,False
AST-0372,NTN-OSS-372,10.30.0.105,Segment C,OSS,Windows,Critical,True
AST-0373,NTN-HLR-373,10.30.0.106,Segment C,HLR,Linux,Critical,False
AST-0374,NTN-CORE-374,10.30.0.107,Segment C,CORE,Linux,High,False
AST-0375,NTN-MSC-375,10.30.0.108,Segment C,MSC,Linux,Critical,False
AST-0376,NTN-OSS-376,10.30.0.109,Segment C,OSS,Linux,Low,True
AST-0377,NTN-HLR-377,10.30.0.110,Segment C,HLR,Linux,High,False
AST-0378,NTN-CORE-378,10.30.0.111,Segment C,CORE,Windows,High,False
AST-0379,NTN-MSC-379,10.30.0.112,Segment C,MSC,Linux,Critical,False
AST-0380,NTN-OSS-380,10.30.0.113,Segment C,OSS,Linux,Medium,True
AST-0381,NTN-HLR-381,10.30.0.114,Segment C,HLR,Linux,Critical,False
AST-0382,NTN-CORE-382,10.30.0.115,Segment C,CORE,Linux,High,False
AST-0383,NTN-MSC-383,10.30.0.116,Segment C,MSC,Linux,High,False
AST-0384,NTN-OSS-384,10.30.0.117,Segment C,OSS,Windows,High,False
AST-0385,NTN-HLR-385,10.30.0.118,Segment C,HLR,Linux,High,False
AST-0386,NTN-CORE-386,10.30.0.119,Segment C,CORE,Linux,Critical,False
AST-0387,NTN-MSC-387,10.30.0.120,Segment C,MSC,Linux,Critical,True
AST-0388,NTN-OSS-388,10.30.0.121,Segment C,OSS,Linux,Medium,True
AST-0389,NTN-HLR-389,10.30.0.122,Segment C,HLR,Linux,Critical,False
AST-0390,NTN-CORE-390,10.30.0.123,Segment C,CORE,Windows,Critical,True
AST-0391,NTN-MSC-391,10.30.0.124,Segment C,MSC,Linux,High,False
AST-0392,NTN-OSS-392,10.30.0.125,Segment C,OSS,Linux,High,True
AST-0393,NTN-HLR-393,10.30.0.126,Segment C,HLR,Linux,High,False
AST-0394,NTN-CORE-394,10.30.0.127,Segment C,CORE,Linux,High,True
AST-0395,NTN-MSC-395,10.30.0.128,Segment C,MSC,Linux,Critical,False
AST-0396,NTN-OSS-396,10.30.0.129,Segment C,OSS,Windows,Low,False
AST-0397,NTN-HLR-397,10.30.0.130,Segment C,HLR,Linux,Critical,True
AST-0398,NTN-CORE-398,10.30.0.131,Segment C,CORE,Linux,Critical,False
AST-0399,NTN-MSC-399,10.30.0.132,Segment C,MSC,Linux,Critical,True
AST-0400,NTN-OSS-400,10.30.0.133,Segment C,OSS,Linux,Critical,True
