day,events,baseline_avg,variance_pct,flag
2022-01-24,25,29.0,-13.8,
2022-01-25,29,29.0,0.0,
2022-01-26,25,29.0,-13.8,
2022-01-27,27,29.0,-6.8,
2022-01-28,32,29.0,10.4,
2022-01-29,27,29.0,-6.8,
2022-01-30,27,29.0,-6.8,
2022-01-31,38,29.0,31.1,
2022-02-01,27,29.0,-6.8,
2022-02-02,25,29.0,-13.8,
2022-02-03,25,29.0,-13.8,
2022-02-04,30,29.0,3.5,
2022-02-05,31,29.0,6.9,
2022-02-06,29,29.0,0.0,
2022-02-07,31,29.0,6.9,
2022-02-08,29,29.0,0.0,
2022-02-09,33,29.0,13.9,
2022-02-10,33,29.0,13.9,
2022-02-11,34,29.0,17.3,
2022-02-12,24,29.0,-17.2,
2022-02-13,37,29.0,27.6,
2022-02-14,26,29.0,-10.3,
2022-02-15,21,29.0,-27.6,
2022-02-16,33,29.0,13.9,
2022-02-17,25,29.0,-13.8,
2022-02-18,32,29.0,10.4,
2022-02-19,30,29.0,3.5,
2022-02-20,20,29.0,-31.0,
2022-02-21,25,29.0,-13.8,
2022-02-22,38,29.0,31.1,
2022-02-23,21,29.0,-27.6,
2022-02-24,27,29.0,-6.8,
2022-02-25,24,29.0,-17.2,
2022-02-26,36,29.0,24.2,
2022-02-27,31,29.0,6.9,
2022-02-28,27,29.0,-6.8,
2022-03-01,35,29.0,20.8,
2022-03-02,31,29.0,6.9,
2022-03-03,35,29.0,20.8,
2022-03-04,23,29.0,-20.7,
2022-03-05,30,29.0,3.5,
2022-03-06,35,29.0,20.8,
2022-03-07,30,29.0,3.5,
2022-03-08,23,29.0,-20.7,
2022-03-09,31,29.0,6.9,
2022-03-10,26,29.0,-10.3,
2022-03-11,34,29.0,17.3,
2022-03-12,25,29.0,-13.8,
2022-03-13,28,29.0,-3.4,
2022-03-14,37,29.0,27.6,
2022-03-15,34,29.0,17.3,
2022-03-16,25,29.0,-13.8,
2022-03-17,28,29.0,-3.4,
2022-03-18,22,29.0,-24.1,
2022-03-19,29,29.0,0.0,
2022-03-20,29,29.0,0.0,
2022-03-21,33,29.0,13.9,
2022-03-22,41,29.0,41.4,
2022-03-23,27,29.0,-6.8,
2022-03-24,28,29.0,-3.4,
2022-03-25,21,29.0,-27.6,
2022-03-26,33,29.0,13.9,
2022-03-27,34,29.0,17.3,
2022-03-28,17,29.0,-41.3,
2022-03-29,49,29.0,69.0,
2022-03-30,29,29.0,0.0,
2022-03-31,22,29.0,-24.1,
2022-04-01,28,29.0,-3.4,
2022-04-02,31,29.0,6.9,
2022-04-03,22,29.0,-24.1,
2022-04-04,28,29.0,-3.4,
2022-04-05,29,29.0,0.0,
2022-04-06,37,29.0,27.6,
2022-04-07,35,29.0,20.8,
2022-04-08,31,29.0,6.9,
2022-04-09,28,29.0,-3.4,
2022-04-10,27,29.0,-6.8,
2022-04-11,28,29.0,-3.4,
2022-04-12,34,29.0,17.3,
2022-04-13,43,29.0,48.4,
2022-04-14,36,29.0,24.2,
2022-04-15,26,29.0,-10.3,
2022-04-16,21,29.0,-27.6,
2022-04-17,34,29.0,17.3,
2022-04-18,38,29.0,31.1,
2022-04-19,35,29.0,20.8,
2022-04-20,25,29.0,-13.8,
2022-04-21,18,29.0,-37.9,
2022-04-22,28,29.0,-3.4,
2022-04-23,24,29.0,-17.2,
2022-04-24,21,29.0,-27.6,
2022-04-25,34,29.0,17.3,
2022-04-26,23,29.0,-20.7,
2022-04-27,30,29.0,3.5,
2022-04-28,36,29.0,24.2,
2022-04-29,28,29.0,-3.4,
2022-04-30,25,29.0,-13.8,
2022-05-01,29,29.0,0.0,
2022-05-02,30,29.0,3.5,
2022-05-03,32,29.0,10.4,
2022-05-04,30,29.0,3.5,
2022-05-05,29,29.0,0.0,
2022-05-06,33,29.0,13.9,
2022-05-07,24,29.0,-17.2,
2022-05-08,32,29.0,10.4,
2022-05-09,34,29.0,17.3,
2022-05-10,33,29.0,13.9,
2022-05-11,23,29.0,-20.7,
2022-05-12,24,29.0,-17.2,
2022-05-13,34,29.0,17.3,
2022-05-14,35,29.0,20.8,
2022-05-15,27,29.0,-6.8,
2022-05-16,25,29.0,-13.8,
2022-05-17,25,29.0,-13.8,
2022-05-18,26,29.0,-10.3,
2022-05-19,39,29.0,34.5,
2022-05-20,36,29.0,24.2,
2022-05-21,26,29.0,-10.3,
2022-05-22,21,29.0,-27.6,
2022-05-23,39,29.0,34.5,
2022-05-24,29,29.0,0.0,
2022-05-25,29,29.0,0.0,
2022-05-26,22,29.0,-24.1,
2022-05-27,27,29.0,-6.8,
2022-05-28,22,29.0,-24.1,
2022-05-29,25,29.0,-13.8,
2022-05-30,34,29.0,17.3,
2022-05-31,29,29.0,0.0,
2022-06-01,32,29.0,10.4,
2022-06-02,34,29.0,17.3,
2022-06-03,29,29.0,0.0,
2022-06-04,35,29.0,20.8,
2022-06-05,31,29.0,6.9,
2022-06-06,27,29.0,-6.8,
2022-06-07,40,29.0,38.0,
2022-06-08,26,29.0,-10.3,
2022-06-09,29,29.0,0.0,
2022-06-10,25,29.0,-13.8,
2022-06-11,37,29.0,27.6,
2022-06-12,36,29.0,24.2,
2022-06-13,34,29.0,17.3,
2022-06-14,31,29.0,6.9,
2022-06-15,31,29.0,6.9,
2022-06-16,37,29.0,27.6,
2022-06-17,33,29.0,13.9,
2022-06-18,28,29.0,-3.4,
2022-06-19,27,29.0,-6.8,
2022-06-20,25,29.0,-13.8,
2022-06-21,24,29.0,-17.2,
2022-06-22,24,29.0,-17.2,
2022-06-23,36,29.0,24.2,
2022-06-24,30,29.0,3.5,
2022-06-25,36,29.0,24.2,
2022-06-26,22,29.0,-24.1,
2022-06-27,27,29.0,-6.8,
2022-06-28,31,29.0,6.9,
2022-06-29,31,29.0,6.9,
2022-06-30,37,29.0,27.6,
2022-07-01,27,29.0,-6.8,
2022-07-02,28,29.0,-3.4,
2022-07-03,39,29.0,34.5,
2022-07-04,43,29.0,48.4,
2022-07-05,27,29.0,-6.8,
2022-07-06,23,29.0,-20.7,
2022-07-07,37,29.0,27.6,
2022-07-08,22,29.0,-24.1,
2022-07-09,27,29.0,-6.8,
2022-07-10,29,29.0,0.0,
2022-07-11,28,29.0,-3.4,
2022-07-12,34,29.0,17.3,
2022-07-13,32,29.0,10.4,
2022-07-14,38,29.0,31.1,
2022-07-15,33,29.0,13.9,
2022-07-16,28,29.0,-3.4,
2022-07-17,35,29.0,20.8,
2022-07-18,32,29.0,10.4,
2022-07-19,28,29.0,-3.4,
2022-07-20,31,29.0,6.9,
2022-07-21,36,29.0,24.2,
2022-07-22,31,29.0,6.9,
2022-07-23,36,29.0,24.2,
2022-07-24,29,29.0,0.0,
2022-07-25,33,29.0,13.9,
2022-07-26,27,29.0,-6.8,
2022-07-27,29,29.0,0.0,
2022-07-28,36,29.0,24.2,
2022-07-29,22,29.0,-24.1,
2022-07-30,20,29.0,-31.0,
2022-07-31,26,29.0,-10.3,
2022-08-01,20,29.0,-31.0,
2022-08-02,30,29.0,3.5,
2022-08-03,26,29.0,-10.3,
2022-08-04,39,29.0,34.5,
2022-08-05,34,29.0,17.3,
2022-08-06,31,29.0,6.9,
2022-08-07,24,29.0,-17.2,
2022-08-08,24,29.0,-17.2,
2022-08-09,30,29.0,3.5,
2022-08-10,26,29.0,-10.3,
2022-08-11,40,29.0,38.0,
2022-08-12,37,29.0,27.6,
2022-08-13,36,29.0,24.2,
2022-08-14,25,29.0,-13.8,
2022-08-15,38,29.0,31.1,
2022-08-16,16,29.0,-44.8,
2022-08-17,26,29.0,-10.3,
2022-08-18,24,29.0,-17.2,
2022-08-19,30,29.0,3.5,
2022-08-20,31,29.0,6.9,
2022-08-21,22,29.0,-24.1,
2022-08-22,26,29.0,-10.3,
2022-08-23,29,29.0,0.0,
2022-08-24,37,29.0,27.6,
2022-08-25,31,29.0,6.9,
2022-08-26,21,29.0,-27.6,
2022-08-27,34,29.0,17.3,
2022-08-28,23,29.0,-20.7,
2022-08-29,20,29.0,-31.0,
2022-08-30,38,29.0,31.1,
2022-08-31,34,29.0,17.3,
2022-09-01,30,29.0,3.5,
2022-09-02,27,29.0,-6.8,
2022-09-03,31,29.0,6.9,
2022-09-04,21,29.0,-27.6,
2022-09-05,34,29.0,17.3,
2022-09-06,27,29.0,-6.8,
2022-09-07,37,29.0,27.6,
2022-09-08,34,29.0,17.3,
2022-09-09,27,29.0,-6.8,
2022-09-10,32,29.0,10.4,
2022-09-11,26,29.0,-10.3,
2022-09-12,31,29.0,6.9,
2022-09-13,22,29.0,-24.1,
2022-09-14,32,29.0,10.4,
2022-09-15,25,29.0,-13.8,
2022-09-16,30,29.0,3.5,
2022-09-17,23,29.0,-20.7,
2022-09-18,37,29.0,27.6,
2022-09-19,23,29.0,-20.7,
2022-09-20,26,29.0,-10.3,
2022-09-21,32,29.0,10.4,
2022-09-22,25,29.0,-13.8,
2022-09-23,30,29.0,3.5,
2022-09-24,19,29.0,-34.4,
2022-09-25,21,29.0,-27.6,
2022-09-26,23,29.0,-20.7,
2022-09-27,35,29.0,20.8,
2022-09-28,30,29.0,3.5,
2022-09-29,27,29.0,-6.8,
2022-09-30,24,29.0,-17.2,
2022-10-01,23,29.0,-20.7,
2022-10-02,31,29.0,6.9,
2022-10-03,28,29.0,-3.4,
2022-10-04,34,29.0,17.3,
2022-10-05,35,29.0,20.8,
2022-10-06,21,29.0,-27.6,
2022-10-07,32,29.0,10.4,
2022-10-08,24,29.0,-17.2,
2022-10-09,29,29.0,0.0,
2022-10-10,30,29.0,3.5,
2022-10-11,38,29.0,31.1,
2022-10-12,20,29.0,-31.0,
2022-10-13,31,29.0,6.9,
2022-10-14,29,29.0,0.0,
2022-10-15,24,29.0,-17.2,
2022-10-16,26,29.0,-10.3,
2022-10-17,34,29.0,17.3,
2022-10-18,31,29.0,6.9,
2022-10-19,37,29.0,27.6,
2022-10-20,24,29.0,-17.2,
2022-10-21,26,29.0,-10.3,
2022-10-22,38,29.0,31.1,
2022-10-23,34,29.0,17.3,
2022-10-24,23,29.0,-20.7,
2022-10-25,34,29.0,17.3,
2022-10-26,23,29.0,-20.7,
2022-10-27,26,29.0,-10.3,
2022-10-28,28,29.0,-3.4,
2022-10-29,25,29.0,-13.8,
2022-10-30,25,29.0,-13.8,
2022-10-31,32,29.0,10.4,
2022-11-01,31,29.0,6.9,
2022-11-02,25,29.0,-13.8,
2022-11-03,25,29.0,-13.8,
2022-11-04,21,29.0,-27.6,
2022-11-05,29,29.0,0.0,
2022-11-06,23,29.0,-20.7,
2022-11-07,34,29.0,17.3,
2022-11-08,30,29.0,3.5,
2022-11-09,42,29.0,44.9,
2022-11-10,41,29.0,41.4,
2022-11-11,40,29.0,38.0,
2022-11-12,36,29.0,24.2,
2022-11-13,37,29.0,27.6,
2022-11-14,29,29.0,0.0,
2022-11-15,35,29.0,20.8,
2022-11-16,30,29.0,3.5,
2022-11-17,37,29.0,27.6,
2022-11-18,30,29.0,3.5,
2022-11-19,30,29.0,3.5,
2022-11-20,24,29.0,-17.2,
2022-11-21,22,29.0,-24.1,
2022-11-22,38,29.0,31.1,
2022-11-23,30,29.0,3.5,
2022-11-24,21,29.0,-27.6,
2022-11-25,26,29.0,-10.3,
2022-11-26,35,29.0,20.8,
2022-11-27,30,29.0,3.5,
2022-11-28,28,29.0,-3.4,
2022-11-29,35,29.0,20.8,
2022-11-30,23,29.0,-20.7,
2022-12-01,34,29.0,17.3,
2022-12-02,23,29.0,-20.7,
2022-12-03,20,29.0,-31.0,
2022-12-04,25,29.0,-13.8,
2022-12-05,19,29.0,-34.4,
2022-12-06,31,29.0,6.9,
2022-12-07,20,29.0,-31.0,
2022-12-08,28,29.0,-3.4,
2022-12-09,37,29.0,27.6,
2022-12-10,26,29.0,-10.3,
2022-12-11,24,29.0,-17.2,
2022-12-12,39,29.0,34.5,
2022-12-13,43,29.0,48.4,
2022-12-14,34,29.0,17.3,
2022-12-15,29,29.0,0.0,
2022-12-16,31,29.0,6.9,
2022-12-17,33,29.0,13.9,
2022-12-18,33,29.0,13.9,
2022-12-19,36,29.0,24.2,
2022-12-20,29,29.0,0.0,
2022-12-21,21,29.0,-27.6,
2022-12-22,29,29.0,0.0,
2022-12-23,29,29.0,0.0,
2022-12-24,23,29.0,-20.7,
2022-12-25,32,29.0,10.4,
2022-12-26,30,29.0,3.5,
2022-12-27,29,29.0,0.0,
2022-12-28,26,29.0,-10.3,
2022-12-29,25,29.0,-13.8,
2022-12-30,33,29.0,13.9,
2022-12-31,27,29.0,-6.8,
2023-01-01,26,29.0,-10.3,
2023-01-02,18,29.0,-37.9,
2023-01-03,27,29.0,-6.8,
2023-01-04,20,29.0,-31.0,
2023-01-05,31,29.0,6.9,
2023-01-06,27,29.0,-6.8,
2023-01-07,25,29.0,-13.8,
2023-01-08,25,29.0,-13.8,
2023-01-09,29,29.0,0.0,
2023-01-10,32,29.0,10.4,
2023-01-11,18,29.0,-37.9,
2023-01-12,27,29.0,-6.8,
2023-01-13,24,29.0,-17.2,
2023-01-14,16,29.0,-44.8,
2023-01-15,32,29.0,10.4,
2023-01-16,24,29.0,-17.2,
2023-01-17,30,29.0,3.5,
2023-01-18,23,29.0,-20.7,
2023-01-19,17,29.0,-41.3,
2023-01-20,25,29.0,-13.8,
2023-01-21,22,29.0,-24.1,
2023-01-22,29,29.0,0.0,
2023-01-23,34,29.0,17.3,
2023-01-24,32,29.0,10.4,
2023-01-25,25,29.0,-13.8,
2023-01-26,27,29.0,-6.8,
2023-01-27,27,29.0,-6.8,
2023-01-28,38,29.0,31.1,
2023-01-29,33,29.0,13.9,
2023-01-30,33,29.0,13.9,
2023-01-31,22,29.0,-24.1,
2023-02-01,29,29.0,0.0,
2023-02-02,31,29.0,6.9,
2023-02-03,25,29.0,-13.8,
2023-02-04,34,29.0,17.3,
2023-02-05,24,29.0,-17.2,
2023-02-06,31,29.0,6.9,
2023-02-07,25,29.0,-13.8,
2023-02-08,39,29.0,34.5,
2023-02-09,29,29.0,0.0,
2023-02-10,27,29.0,-6.8,
2023-02-11,26,29.0,-10.3,
2023-02-12,25,29.0,-13.8,
2023-02-13,29,29.0,0.0,
2023-02-14,26,29.0,-10.3,
2023-02-15,23,29.0,-20.7,
2023-02-16,30,29.0,3.5,
2023-02-17,37,29.0,27.6,
2023-02-18,33,29.0,13.9,
2023-02-19,25,29.0,-13.8,
2023-02-20,38,29.0,31.1,
2023-02-21,21,29.0,-27.6,
2023-02-22,36,29.0,24.2,
2023-02-23,26,29.0,-10.3,
2023-02-24,32,29.0,10.4,
2023-02-25,29,29.0,0.0,
2023-02-26,22,29.0,-24.1,
2023-02-27,30,29.0,3.5,
2023-02-28,23,29.0,-20.7,
2023-03-01,29,29.0,0.0,
2023-03-02,20,29.0,-31.0,
2023-03-03,19,29.0,-34.4,
2023-03-04,22,29.0,-24.1,
2023-03-05,24,29.0,-17.2,
2023-03-06,28,29.0,-3.4,
2023-03-07,27,29.0,-6.8,
2023-03-08,26,29.0,-10.3,
2023-03-09,32,29.0,10.4,
2023-03-10,36,29.0,24.2,
2023-03-11,37,29.0,27.6,
2023-03-12,35,29.0,20.8,
2023-03-13,40,29.0,38.0,
2023-03-14,27,29.0,-6.8,
2023-03-15,29,29.0,0.0,
2023-03-16,31,29.0,6.9,
2023-03-17,37,29.0,27.6,
2023-03-18,42,29.0,44.9,
2023-03-19,29,29.0,0.0,
2023-03-20,30,29.0,3.5,
2023-03-21,31,29.0,6.9,
2023-03-22,24,29.0,-17.2,
2023-03-23,33,29.0,13.9,
2023-03-24,38,29.0,31.1,
2023-03-25,27,29.0,-6.8,
2023-03-26,26,29.0,-10.3,
2023-03-27,48,29.0,65.6,
2023-03-28,35,29.0,20.8,
2023-03-29,18,29.0,-37.9,
2023-03-30,31,29.0,6.9,
2023-03-31,30,29.0,3.5,
2023-04-01,33,29.0,13.9,
2023-04-02,31,29.0,6.9,
2023-04-03,29,29.0,0.0,
2023-04-04,18,29.0,-37.9,
2023-04-05,26,29.0,-10.3,
2023-04-06,16,29.0,-44.8,
2023-04-07,32,29.0,10.4,
2023-04-08,33,29.0,13.9,
2023-04-09,22,29.0,-24.1,
2023-04-10,23,29.0,-20.7,
2023-04-11,30,29.0,3.5,
2023-04-12,29,29.0,0.0,
2023-04-13,35,29.0,20.8,
2023-04-14,24,29.0,-17.2,
2023-04-15,26,29.0,-10.3,
2023-04-16,40,29.0,38.0,
2023-04-17,29,29.0,0.0,
2023-04-18,35,29.0,20.8,
2023-04-19,26,29.0,-10.3,
2023-04-20,21,29.0,-27.6,
2023-04-21,28,29.0,-3.4,
2023-04-22,34,29.0,17.3,
2023-04-23,21,29.0,-27.6,
2023-04-24,29,29.0,0.0,
2023-04-25,30,29.0,3.5,
2023-04-26,21,29.0,-27.6,
2023-04-27,33,29.0,13.9,
2023-04-28,28,29.0,-3.4,
2023-04-29,31,29.0,6.9,
2023-04-30,31,29.0,6.9,
2023-05-01,35,29.0,20.8,
2023-05-02,28,29.0,-3.4,
2023-05-03,25,29.0,-13.8,
2023-05-04,32,29.0,10.4,
2023-05-05,32,29.0,10.4,
2023-05-06,22,29.0,-24.1,
2023-05-07,24,29.0,-17.2,
2023-05-08,29,29.0,0.0,
2023-05-09,31,29.0,6.9,
2023-05-10,25,29.0,-13.8,
2023-05-11,22,29.0,-24.1,
2023-05-12,31,29.0,6.9,
2023-05-13,26,29.0,-10.3,
2023-05-14,29,29.0,0.0,
2023-05-15,19,29.0,-34.4,
2023-05-16,33,29.0,13.9,
2023-05-17,32,29.0,10.4,
2023-05-18,30,29.0,3.5,
2023-05-19,35,29.0,20.8,
2023-05-20,28,29.0,-3.4,
2023-05-21,27,29.0,-6.8,
2023-05-22,33,29.0,13.9,
2023-05-23,30,29.0,3.5,
2023-05-24,27,29.0,-6.8,
2023-05-25,33,29.0,13.9,
2023-05-26,33,29.0,13.9,
2023-05-27,32,29.0,10.4,
2023-05-28,25,29.0,-13.8,
2023-05-29,42,29.0,44.9,
2023-05-30,31,29.0,6.9,
2023-05-31,24,29.0,-17.2,
2023-06-01,28,29.0,-3.4,
2023-06-02,24,29.0,-17.2,
2023-06-03,24,29.0,-17.2,
2023-06-04,26,29.0,-10.3,
2023-06-05,33,29.0,13.9,
2023-06-06,27,29.0,-6.8,
2023-06-07,24,29.0,-17.2,
2023-06-08,22,29.0,-24.1,
2023-06-09,30,29.0,3.5,
2023-06-10,39,29.0,34.5,
2023-06-11,29,29.0,0.0,
2023-06-12,33,29.0,13.9,
2023-06-13,33,29.0,13.9,
2023-06-14,34,29.0,17.3,
2023-06-15,24,29.0,-17.2,
2023-06-16,25,29.0,-13.8,
2023-06-17,32,29.0,10.4,
2023-06-18,21,29.0,-27.6,
2023-06-19,31,29.0,6.9,
2023-06-20,31,29.0,6.9,
2023-06-21,29,29.0,0.0,
2023-06-22,16,29.0,-44.8,
2023-06-23,36,29.0,24.2,
2023-06-24,28,29.0,-3.4,
2023-06-25,42,29.0,44.9,
2023-06-26,29,29.0,0.0,
2023-06-27,26,29.0,-10.3,
2023-06-28,30,29.0,3.5,
2023-06-29,20,29.0,-31.0,
2023-06-30,33,29.0,13.9,
2023-07-01,28,29.0,-3.4,
2023-07-02,31,29.0,6.9,
2023-07-03,26,29.0,-10.3,
2023-07-04,29,29.0,0.0,
2023-07-05,30,29.0,3.5,
2023-07-06,29,29.0,0.0,
2023-07-07,39,29.0,34.5,
2023-07-08,20,29.0,-31.0,
2023-07-09,31,29.0,6.9,
2023-07-10,23,29.0,-20.7,
2023-07-11,22,29.0,-24.1,
2023-07-12,29,29.0,0.0,
2023-07-13,28,29.0,-3.4,
2023-07-14,24,29.0,-17.2,
2023-07-15,26,29.0,-10.3,
2023-07-16,37,29.0,27.6,
2023-07-17,24,29.0,-17.2,
2023-07-18,27,29.0,-6.8,
2023-07-19,39,29.0,34.5,
2023-07-20,29,29.0,0.0,
2023-07-21,36,29.0,24.2,
2023-07-22,28,29.0,-3.4,
2023-07-23,39,29.0,34.5,
2023-07-24,22,29.0,-24.1,
2023-07-25,30,29.0,3.5,
2023-07-26,34,29.0,17.3,
2023-07-27,20,29.0,-31.0,
2023-07-28,28,29.0,-3.4,
2023-07-29,35,29.0,20.8,
2023-07-30,20,29.0,-31.0,
2023-07-31,24,29.0,-17.2,
2023-08-01,31,29.0,6.9,
2023-08-02,20,29.0,-31.0,
2023-08-03,24,29.0,-17.2,
2023-08-04,32,29.0,10.4,
2023-08-05,33,29.0,13.9,
2023-08-06,29,29.0,0.0,
2023-08-07,30,29.0,3.5,
2023-08-08,39,29.0,34.5,
2023-08-09,27,29.0,-6.8,
2023-08-10,21,29.0,-27.6,
2023-08-11,32,29.0,10.4,
2023-08-12,34,29.0,17.3,
2023-08-13,36,29.0,24.2,
2023-08-14,21,29.0,-27.6,
2023-08-15,25,29.0,-13.8,
2023-08-16,28,29.0,-3.4,
2023-08-17,25,29.0,-13.8,
2023-08-18,33,29.0,13.9,
2023-08-19,33,29.0,13.9,
2023-08-20,30,29.0,3.5,
2023-08-21,23,29.0,-20.7,
2023-08-22,32,29.0,10.4,
2023-08-23,30,29.0,3.5,
2023-08-24,20,29.0,-31.0,
2023-08-25,28,29.0,-3.4,
2023-08-26,34,29.0,17.3,
2023-08-27,30,29.0,3.5,
2023-08-28,23,29.0,-20.7,
2023-08-29,29,29.0,0.0,
2023-08-30,35,29.0,20.8,
2023-08-31,37,29.0,27.6,
2023-09-01,25,29.0,-13.8,
2023-09-02,25,29.0,-13.8,
2023-09-03,18,29.0,-37.9,
2023-09-04,26,29.0,-10.3,
2023-09-05,40,29.0,38.0,
2023-09-06,33,29.0,13.9,
2023-09-07,32,29.0,10.4,
2023-09-08,26,29.0,-10.3,
2023-09-09,25,29.0,-13.8,
2023-09-10,27,29.0,-6.8,
2023-09-11,30,29.0,3.5,
2023-09-12,36,29.0,24.2,
2023-09-13,33,29.0,13.9,
2023-09-14,31,29.0,6.9,
2023-09-15,31,29.0,6.9,
2023-09-16,30,29.0,3.5,
2023-09-17,25,29.0,-13.8,
2023-09-18,26,29.0,-10.3,
2023-09-19,27,29.0,-6.8,
2023-09-20,29,29.0,0.0,
2023-09-21,31,29.0,6.9,
2023-09-22,26,29.0,-10.3,
2023-09-23,33,29.0,13.9,
2023-09-24,24,29.0,-17.2,
2023-09-25,26,29.0,-10.3,
2023-09-26,22,29.0,-24.1,
2023-09-27,31,29.0,6.9,
2023-09-28,24,29.0,-17.2,
2023-09-29,29,29.0,0.0,
2023-09-30,28,29.0,-3.4,
2023-10-01,32,29.0,10.4,
2023-10-02,26,29.0,-10.3,
2023-10-03,29,29.0,0.0,
2023-10-04,22,29.0,-24.1,
2023-10-05,38,29.0,31.1,
2023-10-06,26,29.0,-10.3,
2023-10-07,25,29.0,-13.8,
2023-10-08,28,29.0,-3.4,
2023-10-09,32,29.0,10.4,
2023-10-10,22,29.0,-24.1,
2023-10-11,16,29.0,-44.8,
